,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,In_expB2_0_FastRank Random Forest,0.10504916851738184,0.10504916851738184,0.07657657657657657,0.09837470221203405,0.1030272591685414,0.11263841591102385,0.12522638154633342,0.1328826699306342,0.1383949550165921,0.07657657657657657,0.11486486486486487,0.12612612612612611,0.1554054054054054,0.20495495495495494,0.240990990990991,0.2702702702702703
