,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,LemurTF_IDF_3_FastRank Coordinate Ascent,0.09932791466346653,0.09932791466346653,0.06756756756756757,0.08877591953828874,0.10089230805351364,0.11227192092533246,0.12343747945457276,0.13101609291627964,0.13648723831507528,0.06756756756756757,0.10585585585585586,0.13513513513513514,0.17117117117117117,0.21621621621621623,0.25225225225225223,0.28153153153153154
