,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,LemurTF_IDF_2_linearSVR,0.1008294907308731,0.1008294907308731,0.06531531531531531,0.09563951870173844,0.10106466362310093,0.11165090200213051,0.1248849281882653,0.13302231642965018,0.13756248981050684,0.06531531531531531,0.11711711711711711,0.13063063063063063,0.16441441441441443,0.21846846846846846,0.25675675675675674,0.28153153153153154
