,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,LemurTF_IDF_2_FastRank Random Forest,0.09964428209118092,0.09964428209118092,0.06306306306306306,0.09142990102960208,0.09909113687137752,0.11091076145541666,0.12170821104030022,0.12994729328901886,0.13665675127218285,0.06306306306306306,0.11036036036036036,0.12837837837837837,0.16441441441441443,0.2072072072072072,0.24549549549549549,0.28153153153153154
