,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,In_expB2_2_FastRank Random Forest,0.2525182266231527,0.2525182266231527,0.19127988748241911,0.2399525462577872,0.25399705735068545,0.27359160204593386,0.29125327254778816,0.30376495326036335,0.31372677180739594,0.19127988748241911,0.2742616033755274,0.3080168776371308,0.36849507735583686,0.4388185654008439,0.4978902953586498,0.5513361462728551
