,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,PL2_1_FastRank Coordinate Ascent,0.27717699778958155,0.27717699778958155,0.21237693389592124,0.26618974564999154,0.28198982062950195,0.3013103168251258,0.31841623277877235,0.32433742634686086,0.3333621724608003,0.21237693389592124,0.3037974683544304,0.34177215189873417,0.4008438818565401,0.46835443037974683,0.4964838255977497,0.5443037974683544
