,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,In_expB2_3_linearSVR,0.2481511431729423,0.2481511431729423,0.17580872011251758,0.23635230334539054,0.2552320486355771,0.27599601325467693,0.29241847953902766,0.30048809658566616,0.311601720708322,0.17580872011251758,0.27848101265822783,0.32489451476793246,0.38959212376933894,0.4542897327707454,0.49226441631504925,0.5513361462728551
