,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,PL2_2_FastRank Random Forest,0.2501598582666621,0.2501598582666621,0.189873417721519,0.23958424877938647,0.253864672745759,0.272222833226128,0.2891940677510131,0.2990057492083454,0.31049974371917766,0.189873417721519,0.27566807313642755,0.3108298171589311,0.369901547116737,0.43741209563994377,0.4838255977496484,0.5443037974683544
