,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,In_expB2_1_FastRank Coordinate Ascent,0.27622121015857776,0.27622121015857776,0.20956399437412096,0.2650007847046431,0.28067758612342547,0.2995004309876854,0.3174114853322688,0.3251518131624921,0.3338965599405123,0.20956399437412096,0.30239099859353025,0.340365682137834,0.3980309423347398,0.46835443037974683,0.5049226441631505,0.5513361462728551
