,name,AP,RR,nDCG@1,nDCG@3,nDCG@5,nDCG@10,nDCG@20,nDCG@30,nDCG@50,R@1,R@3,R@5,R@10,R@20,R@30,R@50
0,BM25_2_linearSVR,0.2199025593748273,0.2199025593748273,0.15611814345991562,0.20335097239803215,0.22368873192099248,0.24564886409085304,0.2604846693382595,0.27188487982331083,0.2864611307974669,0.15611814345991562,0.23769338959212377,0.2869198312236287,0.3558368495077356,0.4149085794655415,0.46835443037974683,0.5457102672292545
